"";"X";"numb";"id";"name";"reason";"year_plan_st";"kvartal";"kind_tz";"stage";"date_develop";"history";"numb_ret_depir";"dev_numb_ret_depir";"numb_ret_oiv";"deviat_numb_ret_oiv";"date_rev_ас";"date_rev_depir";"executor_ac";"teamleader";"deputy";"executor_depir";"contract";"pcp";"criteria";"f2";"method";"tegs";"det_let_prot";"ktd";"discription";"created_date";"time_plan";"deviat_time_plan";"time_develop";"deviat_time_develop";"time_rev_oiv";"deviat_time_rev_oiv";"time_rev_depir";"deviat_rev_depir";"time_vn_sogl";"deviat_vn_sogl";"time_depir";"deviat_time_depir";"time_oiv";"deviat_oiv";"time_prep_rg";"deviat_prep_rg";"time_rg";"deviat_rg";"time_mrg";"deviat_mrg";"time_eaist";"deviat_time_eaist";"date_rg";"date_end";"duration";"dev_duration"
"1";1;17;"FR-20";"Оказание услуг по перевозке грузов, за исключением продуктов питания";"План по стандартизации";"2020";"2";"ТТЗ";"Завершено";"08.06.2020 18:00";"Итерация №1
2020-05-12 - Stage Develop _ Develop
          Количество дней: 3.9
2020-05-18 - Stage Develop _ Внут. согл.
          Количество дней: 15.3
2020-06-08 - Stage Внут. согл. _ Develop
          Количество дней: 0.1
2020-06-09 - Stage Develop _ Внут. согл.
          Количество дней: 0.5
2020-06-09 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.3
2020-06-09 - Stage DEPiR _ Revision DEPiR
          Количество дней: 28.8
2020-07-21 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 8.1
2020-07-31 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2020-07-31 - Stage DEPiR _ Revision DEPiR
          Количество дней: 3.9
2020-08-06 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 5.3
2020-08-13 - Stage Внут. согл. _ DEPiR
          Количество дней: 2.7
2020-08-18 - Stage DEPiR _ Revision DEPiR
          Количество дней: 36.8
2020-10-08 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 2.2
2020-10-12 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2020-10-12 - Stage DEPiR _ Revision DEPiR
          Количество дней: 16.7
2020-11-05 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 7.5
2020-11-16 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2020-11-16 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 24.5
2020-12-21 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 10.1
_________________________________________________________
Итерация №2
2021-01-12 - Stage Revision OIV _ Внут. согл.
          Количество дней: 11.3
2021-01-27 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2021-01-27 - Stage DEPiR _ Revision DEPiR
          Количество дней: 3.9
2021-02-02 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 4
2021-02-08 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2021-02-08 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 17.1
2021-03-04 - Stage На согл. в ОИВ _ Подготовка к РГ
          Количество дней: 5.7
2021-03-15 - Stage Подготовка к РГ _ РГ
          Количество дней: 6.3
2021-03-23 - Stage РГ _ МРГ
          Количество дней: 7.9
2021-04-02 - Stage МРГ _ Загрузка в ЕАИСТ
          Количество дней: 3.7
2021-04-08 - Stage Загрузка в ЕАИСТ _ Завершено
          Количество дней: 3.3
";5;2,47;1;-0,25;"08.02.2021 12:00";"";"Коровина Анна Анатольевна / Степанян Марк Маратович";"Осипенкова Елена Владимировна";"Чурсина Мария Вячеславовна";NA;"Типовой";"Нет";"Нет";"Нет";"Электронный аукцион";"Полностью YouTrackная";"";"Оказание услуг по перевозке грузов, за исключением продуктов питания";"";"12.05.2020 16:46";NA;-43,69;19,66;5,96;11,32;3;27,18;21,59;3,24;1,08;131,6;99,11;15,81;-4,36;6,29;-4,05;7,88;0,12;3,72;2,93;3,32;-2,69;"23.03.2021 18:59";"13.04.2021 17:01";231;123,72
"2";2;22;"FR-42";"Поставка химических веществ";"План по стандартизации";"2020";"3";"ТТЗ";"Завершено";"15.07.2020 12:00";"Итерация №1
2020-05-25 - Stage Planned _ Develop
          Количество дней: 0
2020-05-25 - Stage Develop _ Внут. согл.
          Количество дней: 73.3
2020-09-04 - Stage Внут. согл. _ DEPiR
          Количество дней: 1
2020-09-07 - Stage DEPiR _ Revision DEPiR
          Количество дней: 61
2020-12-02 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 5.1
2020-12-09 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2020-12-09 - Stage DEPiR _ Revision DEPiR
          Количество дней: 21.9
2021-01-18 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 1.7
2021-01-20 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.3
2021-01-20 - Stage DEPiR _ Revision DEPiR
          Количество дней: 0.9
2021-01-21 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 4.9
2021-01-28 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2021-01-28 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 2.2
2021-02-01 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 10.1
_________________________________________________________
Итерация №2
2021-02-15 - Stage Revision OIV _ Внут. согл.
          Количество дней: 13.7
2021-03-09 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.2
2021-03-09 - Stage DEPiR _ Revision DEPiR
          Количество дней: 5
2021-03-16 - Stage Revision DEPiR _ DEPiR
          Количество дней: 0.1
2021-03-16 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 1
2021-03-17 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 6.9
_________________________________________________________
Итерация №3
2021-03-26 - Stage Revision OIV _ DEPiR
          Количество дней: 2.8
2021-03-31 - Stage DEPiR _ Подготовка к РГ
          Количество дней: 0.3
2021-03-31 - Stage Подготовка к РГ _ РГ
          Количество дней: 20.9
2021-04-29 - Stage РГ _ МРГ
          Количество дней: 15.1
2021-05-24 - Stage МРГ _ Загрузка в ЕАИСТ
          Количество дней: 1.6
2021-05-26 - Stage Загрузка в ЕАИСТ _ Завершено
          Количество дней: 12.1
";4;1,47;2;0,75;"11.06.2021 12:00";"";"Желтова Яна Валерьевна";"Желтова Яна Валерьевна";"";NA;"Типовой";"Нет";"Нет";"Нет";"Электронный аукцион";"Полностью YouTrackная";"";"Поставка химических веществ";"";"25.05.2020 10:20";0;-43,69;73,3;59,6;16,52;8,2;11,71;6,12;1,57;-0,59;92,22;59,73;17,02;-3,15;20,92;10,58;15,12;7,36;1,64;0,85;12,14;6,13;"29.04.2021 16:47";"11.06.2021 14:13";262;154,72
"3";3;28;"FR-50";"Поставка нетиповых средств вычислительной техники";"План по стандартизации";"2020";"2";"ТТЗ";"Завершено";"12.06.2020 12:00";"Итерация №1
2020-05-25 - Stage Develop _ Planned
          Количество дней: 0
2020-05-25 - Stage Planned _ Develop
          Количество дней: 0
2020-05-25 - Stage Develop _ Planned
          Количество дней: 0
2020-05-25 - Stage Planned _ Develop
          Количество дней: 0
2020-05-25 - Stage Develop _ Внут. согл.
          Количество дней: 14.2
2020-06-15 - Stage Внут. согл. _ Develop
          Количество дней: 0.5
2020-06-16 - Stage Develop _ Внут. согл.
          Количество дней: 1.3
2020-06-17 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2020-06-17 - Stage DEPiR _ Revision DEPiR
          Количество дней: 25.9
2020-07-23 - Stage Revision DEPiR _ Develop
          Количество дней: 15
2020-08-13 - Stage Develop _ Внут. согл.
          Количество дней: 15.2
2020-09-03 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.7
2020-09-04 - Stage DEPiR _ Revision DEPiR
          Количество дней: 37.3
2020-10-27 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 2.9
2020-10-30 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2020-10-30 - Stage DEPiR _ Revision OIV
          Количество дней: 13.1
_________________________________________________________
Итерация №2
2020-11-19 - Stage Revision OIV _ На согл. в ОИВ
          Количество дней: 0
2020-11-19 - Stage На согл. в ОИВ _ Develop
          Количество дней: 49.8
2021-02-05 - Stage Develop _ Внут. согл.
          Количество дней: 0
2021-02-05 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2021-02-05 - Stage DEPiR _ Revision DEPiR
          Количество дней: 24.6
2021-03-16 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 1.3
2021-03-17 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2021-03-17 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 5.7
2021-03-25 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 31.3
_________________________________________________________
Итерация №3
2021-05-11 - Stage Revision OIV _ Внут. согл.
          Количество дней: 12.9
2021-05-28 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2021-05-28 - Stage DEPiR _ Подготовка к РГ
          Количество дней: 3.7
2021-06-03 - Stage Подготовка к РГ _ РГ
          Количество дней: 22
2021-07-06 - Stage РГ _ МРГ
          Количество дней: 15.1
2021-07-27 - Stage МРГ _ Загрузка в ЕАИСТ
          Количество дней: 0
2021-07-27 - Stage Загрузка в ЕАИСТ _ Завершено
          Количество дней: 6.2
";3;0,47;1;-0,25;"28.05.2021 12:00";"28.05.2021 15:00";"Воробьев Вадим Владимирович";"Уфаркина Наталья Геннадьевна";"Гудиев Зелимхан Куйраевич";NA;"Федеральный";"Нет";"Нет";"Да";"Электронный аукцион";"Полностью YouTrackная";"Утверждено на МРГ 27.07.2021";"Поставка средств вычислительной техники";"";"25.05.2020 14:41";0;-43,69;30,79;17,09;12,86;4,54;19,17;13,58;1,5;-0,66;110,35;77,86;81,1;60,93;22,02;11,68;15,15;7,39;0;-0,79;6,21;0,2;"06.07.2021 09:45";"04.08.2021 18:16";298;190,72
"4";4;29;"FR-51";"Выполнение работ по капитальному ремонту, модернизации, реконструкции и (или) дооборудованию объектов коллекторного хозяйства";"План по стандартизации";"2020";"2";"ТТЗ";"Завершено";"10.06.2020 12:00";"Итерация №1
2020-05-25 - Stage Planned _ Develop
          Количество дней: 0
2020-05-25 - Stage Develop _ Внут. согл.
          Количество дней: 12
2020-06-10 - Stage Внут. согл. _ DEPiR
          Количество дней: 1.9
2020-06-15 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 26.3
2020-07-21 - Stage На согл. в ОИВ _ Внут. согл.
          Количество дней: 10.7
2020-08-05 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2020-08-05 - Stage DEPiR _ Подготовка к РГ
          Количество дней: 0.1
2020-08-05 - Stage Подготовка к РГ _ РГ
          Количество дней: 9.3
2020-08-18 - Stage РГ _ На согл. в ОИВ
          Количество дней: 9.6
2020-09-01 - Stage На согл. в ОИВ _ Revision DEPiR
          Количество дней: 134.2
2021-03-19 - Stage Revision DEPiR _ Develop
          Количество дней: 7.6
2021-03-31 - Stage Develop _ DEPiR
          Количество дней: 14.2
2021-04-20 - Stage DEPiR _ Подготовка к РГ
          Количество дней: 1.8
2021-04-22 - Stage Подготовка к РГ _ Revision OIV
          Количество дней: 5.3
_________________________________________________________
Итерация №2
2021-04-29 - Stage Revision OIV _ Внут. согл.
          Количество дней: 8.8
2021-05-14 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2021-05-14 - Stage DEPiR _ Revision DEPiR
          Количество дней: 0.1
2021-05-14 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 1.7
2021-05-18 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2021-05-18 - Stage DEPiR _ РГ
          Количество дней: 0.3
2021-05-18 - Stage РГ _ МРГ
          Количество дней: 4.1
2021-05-24 - Stage МРГ _ Загрузка в ЕАИСТ
          Количество дней: 2.6
2021-05-27 - Stage Загрузка в ЕАИСТ _ Завершено
          Количество дней: 4.3
";1;-1,53;1;-0,25;"02.06.2021 16:00";"14.05.2021 12:00";"Воробьев Вадим Владимирович";"Уфаркина Наталья Геннадьевна";"Гудиев Зелимхан Куйраевич";NA;"Типовой";"Нет";"223-ФЗ";"Нет";"Открытый конкурс";"Полностью YouTrackная";"РГ МРГ от 26.05.2021";"Выполнение работ по капитальному ремонту, модернизации, реконструкции и (или) дооборудованию объектов коллекторного хозяйства";"""Выполнение работ по капитальному ремонту объектов коллекторного хозяйства"" заменено на ""Выполнение работ по капитальному ремонту, модернизации, реконструкции и (или) дооборудованию объектов коллекторного хозяйства""";"25.05.2020 15:38";0;-43,69;26,22;12,52;8,81;0,49;9,33;3,74;2,08;-0,08;28,57;-3,92;144,95;124,78;14,59;4,25;13,61;5,85;2,58;1,79;4,32;-1,69;"2020-08-18 23:09:39
2021-05-18 18:17:33";"02.06.2021 17:17";255;147,72
"5";5;30;"FR-52";"Выполнение работ по строительству и реконструкции объектов водоснабжения и водоотведения (канализации)";"План по стандартизации";"2020";"2";"ТТЗ";"Завершено";"25.09.2020 12:00";"Итерация №1
2020-05-25 - Stage Planned _ Develop
          Количество дней: 0
2020-05-25 - Stage Develop _ Внут. согл.
          Количество дней: 2.2
2020-05-27 - Stage Внут. согл. _ Develop
          Количество дней: 0.8
2020-05-28 - Stage Develop _ Внут. согл.
          Количество дней: 0
2020-05-28 - Stage Внут. согл. _ Develop
          Количество дней: 0.7
2020-05-29 - Stage Develop _ Внут. согл.
          Количество дней: 0.1
2020-05-29 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2020-05-29 - Stage DEPiR _ Revision DEPiR
          Количество дней: 80.9
2020-09-22 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 3
2020-09-25 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.4
2020-09-27 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 7.8
2020-10-07 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 11.6
_________________________________________________________
Итерация №2
2020-10-23 - Stage Revision OIV _ Внут. согл.
          Количество дней: 8.4
2020-11-05 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2020-11-05 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 10
2020-11-19 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 4.8
_________________________________________________________
Итерация №3
2020-11-26 - Stage Revision OIV _ Внут. согл.
          Количество дней: 5.1
2020-12-03 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2020-12-03 - Stage DEPiR _ Подготовка к РГ
          Количество дней: 0.9
2020-12-04 - Stage Подготовка к РГ _ На согл. в ОИВ
          Количество дней: 7.1
2020-12-15 - Stage На согл. в ОИВ _ Подготовка к РГ
          Количество дней: 47.7
2021-03-02 - Stage Подготовка к РГ _ РГ
          Количество дней: 0
2021-03-02 - Stage РГ _ МРГ
          Количество дней: 22.2
2021-04-02 - Stage МРГ _ Загрузка в ЕАИСТ
          Количество дней: 3.7
2021-04-08 - Stage Загрузка в ЕАИСТ _ Завершено
          Количество дней: 2
";1;-1,53;2;0,75;"03.12.2020 16:00";"";"";"Уфаркина Наталья Геннадьевна";"Гудиев Зелимхан Куйраевич";NA;"Типовой";"Нет";"223-ФЗ";"Нет";"Открытый конкурс / Электронный аукцион";"Полностью YouTrackная";"Утверждено на МРГ 06.04.2021";"Выполнение работ по строительству и реконструкции объектов водоснабжения и водоотведения (канализации)";"";"25.05.2020 18:09";0;-43,69;2,34;-11,36;13,44;5,12;3,04;-2,55;2,04;-0,12;99,72;67,23;64,07;43,9;7,07;-3,27;22,19;14,43;3,72;2,93;2,02;-3,99;"02.03.2021 11:31";"12.04.2021 09:56";220;112,72
"6";6;31;"FR-53";"Поставка рассады, семян, саженцев, щепы декоративной";"План по стандартизации";"2020";"3";"ТТЗ";"Завершено";"";"Итерация №1
2020-05-25 - Stage Planned _ Develop
          Количество дней: 0
2020-05-25 - Stage Develop _ Внут. согл.
          Количество дней: 77.1
2020-09-10 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2020-09-10 - Stage DEPiR _ Revision DEPiR
          Количество дней: 19.6
2020-10-08 - Stage Revision DEPiR _ DEPiR
          Количество дней: 3.9
2020-10-14 - Stage DEPiR _ Revision DEPiR
          Количество дней: 3.3
2020-10-19 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 1.6
2020-10-21 - Stage Внут. согл. _ DEPiR
          Количество дней: 1
2020-10-22 - Stage DEPiR _ Revision DEPiR
          Количество дней: 5.4
2020-10-29 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 2.9
2020-11-03 - Stage Внут. согл. _ Revision DEPiR
          Количество дней: 0.2
2020-11-03 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 2.9
2020-11-09 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2020-11-09 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 5.2
2020-11-16 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 9.5
_________________________________________________________
Итерация №2
2020-11-30 - Stage Revision OIV _ Внут. согл.
          Количество дней: 8.4
2020-12-10 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2020-12-10 - Stage DEPiR _ Revision DEPiR
          Количество дней: 4.9
2020-12-17 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 0.9
2020-12-18 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2020-12-18 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 1.6
2020-12-22 - Stage На согл. в ОИВ _ Подготовка к РГ
          Количество дней: 5
2020-12-29 - Stage Подготовка к РГ _ РГ
          Количество дней: 17.1
2021-01-29 - Stage РГ _ МРГ
          Количество дней: 5
2021-02-05 - Stage МРГ _ Загрузка в ЕАИСТ
          Количество дней: 2.3
2021-02-09 - Stage Загрузка в ЕАИСТ _ Завершено
          Количество дней: 5
";4;1,47;1;-0,25;"";"18.12.2020 16:00";"";"Уфаркина Наталья Геннадьевна";"Гудиев Зелимхан Куйраевич";NA;"Типовой";"Да";"Нет";"Нет";"Электронный аукцион";"Полностью YouTrackная";"Утверждено на МРГ 09.02.2021";"Поставка рассады, семян, саженцев, щепы декоративной";"";"25.05.2020 18:13";0;-43,69;77,07;63,37;8,41;0,09;12,24;6,65;1,39;-0,77;40,01;7,52;14,5;-5,67;17,12;6,78;5,01;-2,75;2,25;1,46;4,99;-1,02;"29.01.2021 12:03";"16.02.2021 18:06";183;75,72
"7";7;32;"FR-55";"Выполнение работ по текущему ремонту конструктивных элементов зданий, относящихся к общему имуществу многоквартирных домов";"План по стандартизации";"2020";"2";"ТТЗ";"Завершено";"";"Итерация №1
2020-05-26 - Stage Planned _ Develop
          Количество дней: 0
2020-05-26 - Stage Develop _ Внут. согл.
          Количество дней: 2
2020-05-28 - Stage Внут. согл. _ Develop
          Количество дней: 0
2020-05-28 - Stage Develop _ Внут. согл.
          Количество дней: 13.3
2020-06-17 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2020-06-17 - Stage DEPiR _ Revision DEPiR
          Количество дней: 32.9
2020-08-03 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 4
2020-08-07 - Stage Внут. согл. _ Develop
          Количество дней: 0
2020-08-07 - Stage Develop _ Внут. согл.
          Количество дней: 3.1
2020-08-12 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.9
2020-08-13 - Stage DEPiR _ Revision DEPiR
          Количество дней: 18.8
2020-09-09 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 2.2
2020-09-11 - Stage Внут. согл. _ DEPiR
          Количество дней: 3.7
2020-09-17 - Stage DEPiR _ Revision DEPiR
          Количество дней: 1.6
2020-09-19 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 3.4
2020-09-24 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2020-09-24 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 1.1
2020-09-25 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 12.4
_________________________________________________________
Итерация №2
2020-10-13 - Stage Revision OIV _ Внут. согл.
          Количество дней: 1.4
2020-10-15 - Stage Внут. согл. _ DEPiR
          Количество дней: 1.3
2020-10-16 - Stage DEPiR _ Revision DEPiR
          Количество дней: 12.8
2020-11-05 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 2.1
2020-11-09 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.2
2020-11-09 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 0.9
2020-11-10 - Stage На согл. в ОИВ _ Подготовка к РГ
          Количество дней: 6.1
2020-11-18 - Stage Подготовка к РГ _ На согл. в ОИВ
          Количество дней: 8.1
2020-11-30 - Stage На согл. в ОИВ _ РГ
          Количество дней: 12.8
2020-12-17 - Stage РГ _ МРГ
          Количество дней: 6.9
2020-12-28 - Stage МРГ _ Загрузка в ЕАИСТ
          Количество дней: 1.2
2020-12-29 - Stage Загрузка в ЕАИСТ _ Завершено
          Количество дней: 4.3
";4;1,47;1;-0,25;"09.11.2020 12:00";"28.12.2020 18:00";"Першина Дарья Валерьевна";"Уфаркина Наталья Геннадьевна";"Гудиев Зелимхан Куйраевич";NA;"Типовой";"Нет";"44-ФЗ / 223-ФЗ";"Нет";"Открытый конкурс / Электронный аукцион";"Полностью YouTrackная";"";"Выполнение работ по текущему ремонту конструктивных элементов зданий, относящихся к общему имуществу многоквартирных домов";"";"26.05.2020 11:45";0;-43,69;18,47;4,77;1,41;-6,91;11,71;6,12;6,03;3,87;68,14;35,65;31,33;11,16;8,06;-2,28;6,9;-0,86;1,25;0,46;4,35;-1,66;"17.12.2020 15:39";"13.01.2021 03:21";158;50,72
"8";8;33;"FR-57";"Поставка эскалаторов, оборудования и комплектующих к ним";"План по стандартизации";"2020";"2";"ТТЗ";"Завершено";"";"Итерация №1
2020-05-26 - Stage Develop _ Внут. согл.
          Количество дней: 0.8
2020-05-27 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.8
2020-05-28 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 18.9
2020-06-25 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 12.6
_________________________________________________________
Итерация №2
2020-07-13 - Stage Revision OIV _ DEPiR
          Количество дней: 9
2020-07-24 - Stage DEPiR _ Revision DEPiR
          Количество дней: 6.4
2020-08-04 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 5.1
2020-08-11 - Stage Внут. согл. _ DEPiR
          Количество дней: 2
2020-08-13 - Stage DEPiR _ Revision DEPiR
          Количество дней: 10.2
2020-08-27 - Stage Revision DEPiR _ Внут. согл.
          Количество дней: 5
2020-09-03 - Stage Внут. согл. _ Develop
          Количество дней: 0.9
2020-09-04 - Stage Develop _ Внут. согл.
          Количество дней: 0.1
2020-09-04 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2020-09-04 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 4.1
2020-09-10 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 7.7
_________________________________________________________
Итерация №3
2020-09-22 - Stage Revision OIV _ Внут. согл.
          Количество дней: 6.3
2020-09-30 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.8
2020-10-01 - Stage DEPiR _ Revision DEPiR
          Количество дней: 2.1
2020-10-05 - Stage Revision DEPiR _ DEPiR
          Количество дней: 2
2020-10-07 - Stage DEPiR _ На согл. в ОИВ
          Количество дней: 0.3
2020-10-07 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 5.8
_________________________________________________________
Итерация №4
2020-10-15 - Stage Revision OIV _ Внут. согл.
          Количество дней: 5.9
2020-10-23 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.7
2020-10-26 - Stage DEPiR _ Подготовка к РГ
          Количество дней: 2.4
2020-10-28 - Stage Подготовка к РГ _ Revision OIV
          Количество дней: 11.2
_________________________________________________________
Итерация №5
2020-11-14 - Stage Revision OIV _ Develop
          Количество дней: 4.6
2020-11-20 - Stage Develop _ Внут. согл.
          Количество дней: 0.1
2020-11-20 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2020-11-20 - Stage DEPiR _ Подготовка к РГ
          Количество дней: 0.8
2020-11-23 - Stage Подготовка к РГ _ На согл. в ОИВ
          Количество дней: 5.2
2020-11-30 - Stage На согл. в ОИВ _ Revision OIV
          Количество дней: 7.5
_________________________________________________________
Итерация №6
2020-12-10 - Stage Revision OIV _ Develop
          Количество дней: 6.3
2020-12-18 - Stage Develop _ Внут. согл.
          Количество дней: 0.1
2020-12-18 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2020-12-18 - Stage DEPiR _ Revision OIV
          Количество дней: 12.8
_________________________________________________________
Итерация №7
2021-01-14 - Stage Revision OIV _ Develop
          Количество дней: 2.1
2021-01-18 - Stage Develop _ Внут. согл.
          Количество дней: 0.1
2021-01-18 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2021-01-18 - Stage DEPiR _ Revision DEPiR
          Количество дней: 10.9
2021-02-02 - Stage Revision DEPiR _ Develop
          Количество дней: 1.3
2021-02-03 - Stage Develop _ Внут. согл.
          Количество дней: 0.6
2021-02-04 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.1
2021-02-04 - Stage DEPiR _ Revision DEPiR
          Количество дней: 5.9
2021-02-12 - Stage Revision DEPiR _ DEPiR
          Количество дней: 0
2021-02-12 - Stage DEPiR _ Revision OIV
          Количество дней: 7
_________________________________________________________
Итерация №8
2021-02-24 - Stage Revision OIV _ Develop
          Количество дней: 3.7
2021-03-02 - Stage Develop _ Внут. согл.
          Количество дней: 1.2
2021-03-03 - Stage Внут. согл. _ DEPiR
          Количество дней: 0.2
2021-03-03 - Stage DEPiR _ Подготовка к РГ
          Количество дней: 0
2021-03-03 - Stage Подготовка к РГ _ Revision OIV
          Количество дней: 13.7
_________________________________________________________
Итерация №9
2021-03-24 - Stage Revision OIV _ Внут. согл.
          Количество дней: 0.9
2021-03-25 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2021-03-25 - Stage DEPiR _ Revision OIV
          Количество дней: 1.3
_________________________________________________________
Итерация №10
2021-03-26 - Stage Revision OIV _ Внут. согл.
          Количество дней: 0.8
2021-03-29 - Stage Внут. согл. _ DEPiR
          Количество дней: 0
2021-03-29 - Stage DEPiR _ Подготовка к РГ
          Количество дней: 8.3
2021-04-08 - Stage Подготовка к РГ _ РГ
          Количество дней: 14.9
2021-04-29 - Stage РГ _ МРГ
          Количество дней: 15.1
2021-05-24 - Stage МРГ _ Загрузка в ЕАИСТ
          Количество дней: 1.6
2021-05-26 - Stage Загрузка в ЕАИСТ _ Завершено
          Количество дней: 4.3
";5;2,47;6;4,75;"01.06.2021 12:00";"";"Воробьев Вадим Владимирович";"Уфаркина Наталья Геннадьевна";"Гудиев Зелимхан Куйраевич";NA;"";"";"";"";"";"Полностью YouTrackная";"РГ МРГ 26/05/2021";"Поставка эскалаторов, оборудования и комплектующих к ним";"";"26.05.2020 21:54";NA;-43,69;2,83;-10,87;39,48;31,16;13,51;7,92;5,92;3,76;91,34;58,85;33,6;13,43;45,11;34,77;15,12;7,36;1,64;0,85;4,35;-1,66;"29.04.2021 16:49";"01.06.2021 19:17";254;146,72
